དྲུང་		близь, близость	das Naheliegende, Nähe	11 Leech
འདུ་བ་	P འདུས་	собираться, скопляться	sich versammeln, zusammenkommen;<br />siehe མངོན་པར་འདུ་བ་	11 Leech
འདུག་པ་		сидеть, пребывать	sitzen;<br>(an einem Ort) sein, bleiben;<br>weilen, wohnen;<br>sein, etwas sein	11 Leech leech
འདྲེན་པ་	P དྲངས་ F དྲང་ I དྲོངས་	тянуть, тащить, вести, направлять	ziehen, ziehen an (ལ་);<br />abschießen (Pfeil);<br />führen, geleiten;<br />siehe སྣ་-, ཤིན་ཏུ་-	08 11
རྟེབ་པ་	P བརྟབས་ F བརྟབ་ I རྟོབས་	бросать на землю	zu Boden werfen	11 Leech
ནང་		внутреннее, нутро; то, что внутри	das Innere	11
ནམ་མཁའ་		небо, пространство	Luftraum, Himmel	11
གནམ་		небо, небеса	Himmel	11
གནས་		место, местность	Platz, Ort	11 Leech
གནས་ལུགས་		устроение; природа, характер; положение обстановка	Anordnung, Aufbau	11
རྣམ་པ་		вид, род, разновидность	Abschnitt, Teil, Unterteilung;<br />Art, Klasse, Spezies;<br />Art und Weise;<br />Äußeres, äußere Erscheinung;<br />Form, Gestalt	11 Leech
སྣ་ཚོགས་(པ་)		многообразный	mannigfaltig (sein)	11 Leech
སྤྲ་བ་		радоваться чему-либо (ལ་); радость	sich freuen an (ལ་);<br>Freude	11 Leech leech
ཕ་རོལ་		другая сторона, противоположность; противник, враг	die andere Seite, das Jenseitige;<br>Gegenseite, Gegner, Feind	11
ཕུག་རོན་		голубь	Taube	11 Leech
ཕྱོགས་		одна из (соперничающих) сторон, партий	Richtung, Himmelsrichtung;<br />Seite, Partei;<br />siehe གཉེན་-, ཕྱིར་-, དང་-, ཡུལ་-, ས་-	11
ཕྲག་པ་		плечо	Schulter	11 Leech leech
འཕོག་པ་	PFI ཕོག་	ударять, повреждать	berühren, treffen;<br />schlagen, verletzen	11 Leech leech
བར་		промежуток, зазор	Zwischenraum	11
འབད་པ་	I འབོད་	напрягаться; напряжение, усилие	sich abmühen, sich anstrengen;<br>bearbeiten, bebauen (Feld);<br>Mühe, Anstrengung	11 Leech leech
འབའ་ཞིག་		только, исключительно; только когда	nur, bloß, ausschließlich; [Adjektiv]<br>erst	11 Leech leech
རྨི་བ་<br>རྨི་	PI རྨིས་	видеть сон, грезить	träumen	11
རྨི་ལམ་		сновидение	Traum	11
སྨིན་པ་		зрелый, быть зрелым	reif;<br>reif (sein)	11
ཚད་		размер, мера	Maß, Größe;<br>siehe རྒྱང་ཚད་	11 12 Leech
ཚལ་		роща, парк	Wald, Gehege, Hain, Garten, Park;<br>siehe སྐྱེད་མོས་ཚལ་	11 leech
བཞུགས་པ་		(почт.) сидеть, пребывать	(resp. für སྡོད་པ་, འདུག་པ་)<br>sitzen, weilen;<br>siehe རྣམ་པར་བཞུགས་པ་	11
འོ་		этот	dieser [alter Demonstrativstamm];<br>[auch als Affirmativpartikel verwendet:] ja, in der Tat	11
འོ་ན་		ну, итак	nun, wohlan	11
ཡབ་		(почт.) отец, батюшка	(resp. für ཕ་)<br>Vater	11
ཡིད་		ум, рассудок, сердце	Sinn, Herz, Geist	11
ཡིད་ལ་བྱེད་པ་		сохранить в сердце, заприметить	'im Herzen bewahren/bewegen', sich gut merken, den Sinn richten auf, denken an	11
ཡུམ་		(почт.) мать, матушка	(resp. für མོ་)<br>Mutter	11
གཡས་		правый; справа, направо	rechts	11
གཡོན་		левый; слева, налево	links	11 leech
གཡོས་པོ་		тесть, свекор	Schwiegervater	11 Leech leech
རེད་པ་		быть(=ཡིན་པ་)	sein (= ཡིན་པ་)	11
རོལ་		сторона	Seite;<br>siehe ཕྱི་རོལ་, སྔ་རོལ་	11 Leech
ལག་པ་		рука	Hand, Arm	11 Leech
ལམ་		путь	Weg;<br>siehe རྣ་བའི་ལམ་, རྨི་ལམ་, གནས་པའི་ལམ་	11
ལུགས་	[1] + [2]	метод, способ, образ действий	[1] Art und Weise, Sitte; siehe ཆོས་ལུགས་<br />[2] das Schmelzen (von Metall und Butter); siehe བསྲེག་ལུགས་ཟ་བ་	11 Leech
ལུས་		тело	Leib, Körper	11 Leech
ལོ་ཏོག་		"урожай, ""плод года"""	Aussaat;<br>Jahresertrag, Ernte [die ältere und etymologisch genauere Schreibweise lautet ལོ་ཐོག་; ཐོག་ Frucht, Produkt]	11
ཤ་		мясо, плоть	Fleisch	11
ས་		земля	Boden, Erdboden;<br>Ort, Platz, Stätte;<br>Welt;<br>siehe འཐབ་ས་, མདུན་ས་	11
སེམས་ཅན་ཆེན་པོ་		Великое существо, эпитет Бодхисаттвы	'großes Wesen' [Name eines Prinzen; skr. <i>Mahāsattva</i>- 'ein groß(artig)es Wesen besitzend']	11
སྲས་		(почт. ) сын	(resp. für བུ་)<br />Sohn;<br />siehe འཕགས་པའི་སྲས་	11
སྲོག་		жизнь	Leben;<br>siehe ཚེ་སྲོག་, ལུས་སྲོག་	11 Leech
སླད་དུ་<br />སླད་		(почт. ) из-за, ради (послелог с родительным падежом)	(resp.)<br>wegen, um ... willen [Postposition mit ཀྱི་] - siehe ཅིའི་སླད་དུ་	11 Leech leech
གསན་པ་		(почт.) слышать	(resp. für ཉན་པ་, ཐོས་པ་)<br>hören	11 Leech leech
བསམ་གྱིས་མི་ཁྱབ་པ་		невообразимый, немыслимый (неохватный мыслью)	'vom (menschlichen) Denken nicht durchdrungen, erreicht (werden)', undenkbar, unvorstellbar (sein)	11
དཀའ་ཐུབ་པ་		аскет, подвижник	Asket;<br />Askese üben [skr. <i>tapas</i>-, <i>tap</i>]	12
རྐོ་བ་	P བརྐོས་ F བརྐོ་ I རྐོས་	рыть, копать	graben, ausgraben	12 leech
སྐས་		лестница	Leiter	12 Leech
སྐོམ་		жажда	Durst	12 Leech leech
ཁེ་		выгода, прибыль	Gewinn, Profit	12 leech
ཁེ་སྤོགས་		выгода, прибыль	Gewinn, Profit (2)	12 Leech
འཁྲིད་པ་	P ཁྲིད་ F བཀྲི་ (?)	вести, приводить, уводить	führen, leiten;<br>bringen, hinbringen;<br>nehmen	12 Leech
ཁང་བ་		дом, здание	Haus	16 Leech
གོ་བ་		понимать	verstehen, begreifen;<br />Verständnis	12 Leech
གྲོང་ཁྱེར་		город	Stadt	12
གློག་		молния	Blitz	12 Leech leech
དགོད་པ་	PF བགད་	смеяться	lachen, lächeln;<br>Lachen, Lächeln	12 Leech leech
དགོན་པ་པ་		отшельник	Einsiedler	12
མགྱོགས་པོ་		быстрый	schnell (Adjektiv)	12
མགྱོགས་པོར་		быстро	schnell (Adverb)	12
འགྲོལ་བ་	P གྲོལ་	освобождать от (ལས)	sich lösen von, freikommen von (ལས་)	12 Leech
རྒྱལ་རིགས་		каста воинов и царей, военные, санскр.	die Kaste der Könige und Soldaten (skr. <i>kṣatriya</i>-)	12
རྒྱུག་པ་	P བརྒྱུགས་ F བརྒྱུག་ I རྒྱུགས་	бежать, скакать	laufen, rennen, galoppieren	12 leech
སྒོ་		ворота, дверь, вход	Tor, Tür;<br />Eingang, Zugang	12
སྒྱོལ་བ་	PF བསྒྱལ་	спасать, освобождать от (ལས)	lösen von, befreien von (ལས་)	12 Leech leech
ངག་		слово, речь	Wort, Rede	12 Leech
ངང་		природа, сущность; нрав	Charakter, Wesen	12 leech
མངོན་པར་<br>མངོན་		ясно, очевидно, зримо	offensichtlich, deutlich (Adverb; Wiedergabe von skr. <i>abhi</i>)	12
རྔོན་པ་	PF བརྔོན་	охотиться; охотник	jagen;<br>Jäger	12 Leech
བསྔལ་བ་		быть усталым, изнемогать	müde, erschöpft sein, ohnmächtig (sein);<br>siehe སྔུག་བསྔལ་(བ་)	12 Leech leech
མཆོང་བ་	P མཆོངས་	прыгать	springen	12 Leech leech
འཆད་པ་	[1] PF བཤད་ I ཤོད་<br />[2] P ཆད་	рассказывать, объяснять	[1] sagen, erzählen, aussprechen (Ausspruch); erklären, darlegen; nennen, bezeichnen; བཤད་ (PF und Nebenform)<br />[2] zerschnitten werden	12 Leech x
འཇིགས་པ་		бояться, страшиться (орудный падеж, ལ་ ལས་)	sich fürchten vor (ཀྱིས་, ལ་, ལས་)	12 Leech
ཉེ་བར་		близ, вблизи, подле, рядом	nahe, in die Nähe von;<br>in die Nähe von, herbei [Wiedergabe von skr. <i>upa</i>]	12 leech
ཉོན་མོངས་		кармическое загрязнение, удручитель духа, санскр.	(karmische) Unreinheit, moralische Befleckung;<br>Leid, Qual [skr. <i>kleśa</i>-];<br>siehe ཀུན་ནས་ཉོན་མོངས་	12 Leech
ལྟུང་བ་	PFI ལྷུང་	падать, валиться	fallen, herabfallen, niederfallen	12 Leech
སྟེང་		верх, верхняя часть	das Obere, auf etwas Befindliche;<br>die Oberfläche	12
བརྟན་པ་		твердый, устойчивый, надежный	fest, beständig (sein);<br>Festigkeit, Beständigkeit	09 12 Leech leech
ཐབས་		средство, орудие	Mittel, Hilfsmittel, List, Trick;<br>siehe ཤམ་-	12 Leech
ཐར་བ་		освобождаться, быть освобожденным от чего-либо (ལས་)	freikommen von, erlöst werden von (ལས་)	12 Leech
ཐུང་བ་		короткий	kurz (sein)	12
དུ་མ་		многий, многочисленный	'versammelt', viel, zahlreich;<br>mehrere [von འདུ་བ་]	12
དུང་		раковина, рог	Muschel, Muschelhorn	12 Leech leech
གདོལ་པ་		человек низкой, вневарновой касты, презренный	Angehöriger einer niedrigen Kaste, [skr. <i>Caṇḍāla</i>-]	12 Leech leech
འདའ་བ་	P འདས་	проходить мимо, избегать, отбрасывать (ལས་)	vorbeigehen an, etwas (ལས་) meiden, aufgeben;<br />vergehen, verstreichen;<br />die Zeit hinbringen mit (ཀྱིས་);<br />überschreiten, übertreten, übertreffen	12 Leech
འདུལ་བ་	P བཏུལ་ F གདུལ་ I ཐུལ་	монашеский устав, дисциплина	zähmen, bezähmen, unterwerfen;<br />Disziplin, Ordenszucht [skr. <i>vinaya</i>-]	12 Leech
ལྡིར་བ་	PF བལྡིར་	рокотать, грохотать (о громе)	rollen, grollen (Donner)	12 Leech leech
སྡུག་བལྔལ་		мука, страдание	Leid, Schmerz	12
སྡུག་པ་	[1] + [2]	мучиться, терзаться; страдание	[1] hübsch (sein); lieb (sein)<br />[2] leiden, sich grämen, sich quälen; Leid, Elend, Quald [skr. <i>duḥkha</i>-]	07 12
ན་བ་		больной; болеть	krank (sein);<br>Krankheit	12
ནང་དུ་		внутрь, в (послелог с родительным падежом)	in ... hinein [Postposition mit ཀྱི་]	12
ནས་		ячмень, жито	Getreide;<br>Gerste	12 Leech
ནུས་པ་		мочь, быть в состоянии	können, vermögen, imstande sein zu (Akk. oder ཏུ་);<br>Können, Fähigkeit	08 12 Leech
པ་གུ་		черепица (также ཕ་གུ་)	Ziegel [auch ཕ་གུ་]	12
དཔོག་པ་	P དཔགས་ [und དཔོགས་] F དཔག་ I དཔོགས་	мерить, измерять, оценивать	messen, ausmessen, beurteilen	12 Leech
སྤོགས་		прибыль, выгода	Gewinn, Profit	12 Leech leech
ཕྱི་		заднее, позднейшее	das Spätere, Hintere;<br>das außerhalb Befindliche	12
ཕྱི་མ་		последний	das Spätere, Darauffolgende, der Letzte	12
འཕགས་པ་		кого-либо (ལས་) превосходить	aufragend, hervorragend, ausgezeichnet (sein);<br />jemanden (ལས་) überragen;<br />edel, heilig (sein) [skr. <i>ārya</i>-] - siehe ཁྱད་པར་-	12 Leech
འཕྱོ་བ་	P འཕྱོས་	плыть, плавать (пассивно)	schwimmen	12 Leech
བར་དུ་		в пределах; вплоть до (послелог с родительным падежом)	innerhalb von;<br />bis zu;<br />zwischen, während [Postposition mit ཀྱི་]	12
བུང་བ་		мерить, измерять, оценивать	Biene	12 Leech leech
བྱ་		птица	Vogel;<br>siehe རྨ་མྱ་	12
བྲག་		скала	Felsen;<br>siehe འཇོག་པོའི་བྲག་, ལྗོན་ཤིང་གི་བྲག་	12 Leech
བློ་ལྡན་		умный, понятливый (человек)	verständig, gewitzt;<br />Verständiger, kluger Kopf	12
འབྲུག་		гром	Donner	12 Leech leech
འབྲོས་པ་	PI བྲོས་	убегать, спасаться бегством	fliehen, entfliehen	12 Leech leech
མེ་ཏོག་		цветок	Blume	12
མྱ་ངན་		горе, скорбь, беда	Leid, Schmerz, Kummer	12 Leech
མྱ་ངན་བྱེད་པ་		горевать, убиваться	sich grämen	12 Leech
ཙན་དན་		сандаловое дерево и его древесина	Sandel(holz), skr. <i>candana</i>-	12
རྩ་བ་<br>རྩད་		корень	Wurzel	12
ཚ་བ་		горячий; жар, лихорадка	heiß (sein);<br />hitzig, heftig, böse (sein);<br />Hitze, Fieber	12
ཚོང་པ་		торговец	Kaufmann	12
མཚོན་		оружие	ein mit einer Spitze oder einer Schneide versehenes Gerät, Waffe	12 Leech
འཛུར་བ་	P བཟུར་ F གཟུར་ I ཟུར་	посторониться, отойти	Platz machen, sich verdrücken;<br>jmd. oder etwas (ལས་) aus dem Wege gehen	12 Leech leech
གཞན་(པ་)		другой, быть другим	anderer;<br>Änderung, Veränderung;<br>siehe རང་བཞིན་གཞན་	12
འོག་		низ, нижняя часть	das Untere, unter etwas Befindliche;<br>siehe ས་འོག་	12
རྭ་		рог	Horn;<br>Stachel	12
རི་དྭགས་		газель, антилопа	Gazelle	12
རི་བོང་		заяц	'Bergesel', Hase	12
ལ་ལ་		некоторые	einige	12
ལེགས་པར་བཤད་པ་<br />ལེགས་བཤད་		удачное изречение, сентенция	treffender, passender Ausspruch, Sentenz [skr. <i>subhāṣita</i>-]	12
ལོ་	[1] + [2]	год	[1] Jahr<br />[2] Blatt [Kurzform für ལོ་མ་]	12
ཤར་		восток;	Osten<br />P zu འཆར་བ་	12
སོ་སོ་		отдельный, различный	einzeln, separat, gesondert [Adjektiv; Wiedergabe von skr. <i>pṛthak</i>-, <i>prati</i>]	12
སོལ་བ་		древесный уголь	Kohle	12 Leech leech
སྲེག་པ་	P བསྲེགས་ F བསྲེག་ I སྲེགས་	сжигать	verbrennen	12
ཀོས་ཀོ་		побородок	Kinn	13
ཀྱེ་(མ་)		ах! увы! (возглас удручения, отвращения и т. п. )	Oh! He! Holla! (kennzeichnet den Vokativ),<br />Oh! Wehe! (Ausruf der Bestürzung, des Abscheus usw.)	13
དཀའ་བ་		трудный; аскеза	schwer, schwierig (sein);<br />Schwierigkeit;<br>Askese (&quot;das Schwierige&quot;)	13 Leech
དཀའ་བ་སྤྱད་པ་		заниматься аскезой	Askese üben	13 Leech
སྐབས་		время, период; удобный случай	Zeit, Zeitpunkt, Gelegenheit	13
བརྐུ་བ་		кража (отглагольное существительное от основы будущего времени глагола རྐུ་བ་)	Diebstahl (Futurnomen zu རྐུ་བ་)	13 Leech
ཁ་སྒྱུར་བ་		менять цвет, окраску	'die Farbe verändern', (neu) färben	13
ཁ་དག་<br />ཁ་		цвет, окраска	Farbe	13
འཁྲུད་པ་	P བཀྲུས་ F བཀྲུ་ I ཁྲུས་	мыть(ся), стирать	waschen, baden	13
གྲོང་		поселок, деревня	Weiler, Dorf	13
གྲོས་		совет, план	Rat, Beratung;<br />Plan;<br />siehe བློ་གྲོས་	13 Leech
གླིང་		остров; континент; страна	Insel;<br />Gebiet, Land, Kontinent<br>skr. <i>dvīpa</i>-<br>siehe རྒྱ་མཚོའི་གླིང་, འཛམ་བུའི་གླིང་	13
དགེ་སྦྱོར་		совершенное созерцание (соприкосновение с благим)	'Kontakt mit dem Heilvollen', vollkommene Meditation	13 Leech
དགོས་པ་		быть необходимым, потребным	notwendig, erforderlich (sein);<br />Notwendigkeit, Veranlassung, Zweck, Ziel<br />siehe ཅི་ཞིག་དགོས་	13 16
མགོན་པོ་		защитник	Beschützer	13 Leech
འགའ་ཞིག་		кто-либо	irgendein(er), irgendwer	13 leech
འགའ་ཞིག་ཀྱང་		кто бы ни	wer auch immer	13
འགེགས་པ་	P བཀག་ F དགག་ I ཁོག་	мешать, препятствовать	hindern, hemmen, behindern, beeinträchtigen	13
འགྱེད་པ་	P བཀྱེས་, བགྱེས་ F བཀྱེ་, བགྱེ་ I ཁྱེས་, གྱས་ (?)	раздавать, наделять	verteilen, austeilen	13 Leech
རྒྱུན་		поток	das Fließen;<br>Fluss, Strom	13 Leech
སྒོམ་པ་	P བསྒོམས་ F བསྒོམ་ I སྒོམ(ས)་	думать; сосредоточенно размышлять; будд. Созерцать	(sich) vorstellen, hervorbringen, meditieren über	13
ངོས་		сторона	Seite	13 Leech
ལྔ་པོ་		пятеро	Fünfergruppe	13
སྔོན་དུ་<br />སྔོན་ལ་		до, прежде (послелог с родительным падежом)	vor, bevor (Postposition mit ཀྱི་)	13
རྟག་པ་		неизменный, устойчивый, долговечный	beständig, dauerhaft (sein);<br />Beständigkeit	13 16 Leech
རྟོག་པ་	P བརྟགས་ F བརྟག་ I རྟོགས་	(критически) исследовать, рассматривать	bedenken, überlegen;<br />(kritisch) prüfen, prüfend betrachtet;<br />Zweifel, Skrupel;<br />siehe ཀུན་རྟོག་, རྣམ་རྟོག་, རྟོག་གེ་(བ་)	13 Leech
སྟ་རེ་		топор	Axt	13
བསྟན་བཅོས་		научное сочинение, шастра	'komponierte Erklärung, Darlegung', Lehrtext, Lehrschrift, Abhandlung;<br>Wissenszweig, -gebiet [skr. <i>śāstra</i>-]	13
ཐར་པ་		избавление, спасение	Erlösung	13 Leech
ཐེ་ཚོམ་		сомнение	Zweifel	13
མཐའ་		край	Ende, Grenze;<br />Außenbezirk(e) (einer Stadt)	13 14
མཐོ་བ་<br>མཐོ་		высокий	hoch	13
མཐོ་རིས་		небо (высокая область)	'die hohe Region', Himmel	13
དུད་འགྲོ་		животное, зверь («тот, кто ходит согнувшись»)	'gebückt gehend', Tier [Lehnübersetzung von skr. <i>tiryañc</i>-]	13
དུད་པ་		склоненный, пригнувшийся	gebeugt, geneigt, gebückt;<br>siehe འདུད་པ་	13 Leech
དུམ་བུ་		(мелкий) кусок	Stückchen, Bisschen, Splitter [Diminutiv zu དུམ་];<br>siehe འགལ་དུམ་	13 Leech
དྲག་པོ་		буйный; дикий; суровый; лютый; буйный; бурный; вспыльчивый; горячий	stark, heftig, wild, roh;<br />scharf;<br />hässlich, gemein<div>[Adjektiv]</div>	13 Leech
བདག་མེད་		Отсутствие «я»	Ichlosigkeit	13
འདུད་པ་	P བཏུད་ F གདུད་ I ཐུད་	склоняться, кланяться	sich beugen, sich neigen, sich verneigen vor	13 leech
འདེབས་པ་	P བཏབ་ F གདབ་ I ཐོབ་	бить, бросать	werfen, schlagen;<br />stoßen, ausstoßen;<br />befallen (Krankheit);<br />hineinrühren in (Hefe);<br />ausstreuen (Saat);<br />siehe ཆོ་ངེས་-, རྩིས་-, རིམས་ཀྱིས་-, ལན་-, གསོལ་བ་-	08 13 15
རྡོ་རྗེ་		удар грома; перун, ваджра skr. <i>vajra</i>-]	Donnerkeil [tibetisches buddhistisches Ritualinstrument; skr. <i>vajra</i>-]	13
རྡོ་རྗེ་གླིང་		название местности (Дарджилинг)	Name eines Ortes	13
ལྡག་པ་	P བལྡགས་ F བལྡག་ I ལྡོགས་	лизать	lecken	13 Leech
ལྡང་བ་	P ལྡངས་ und ལངས་ I ལོངས་	вставать, подниматься	auf-, emporkommen, sich erheben, aufstehen;<br />sich verbreiten	13 Leech leech
ལྡོག་པ་	PI ལོག་	возвращаться, поворачивать домой	zurückkehren, sich verändern;<br>Veränderung - siehe ཕྱིན་ཅི་ལོག་པ་	09 13 Leech
ནམ་	[1] + [2]	когда?	[1] wann? wenn [temporal], immer wenn<br />[2] [im Kompositum für གནམ་:] Luftraum, Himmel	13 x
ནམ་ཡང་		когда-либо, когда. то, с отрицанием никогда	jemals, wann auch immer;<br />niemals (mit nachfolgender Negation)	13 Leech
གནོད་སྦྱིན་		«наносящий вред», название разряда демонов,	'Schadenstifter', [Bezeichnung einer bestimmen Klasse von Dämonen, skr. <i>yakṣa</i>-]	13
སྣང་བ་		казаться, быть видимым, проявляться; сиять; блистать	strahlen, leuchten;<br>scheinen, den Anschein haben, dass ...	13 16 Leech
སྤུ་		волосы	Kopfhaar(e)	13 leech
སྦྱད་པ་		заниматься чем-либо	etwas üben, praktizieren	13 Leech
སྤྲུལ་བ་		превращать, совершать (сверхъестественное) превращение	verwandeln	13 Leech
ཕལ་ཆེར་		обычно, большей частью	gewöhnlich, meistens	13 Leech
འཕྲད་པ་	PFI ཕྲད་	встретиться с кем-либо	mit (དང་) jemandem zusammentreffen	13 Leech
བྲང་	[1] + [2]	грудь, грудная клетка	[1] Brust<br />[2] Halteplatz, Rastplatz, Unterkunft [auch འབྲང་ geschrieben; siehe ཕོ་བྲང་]	13
སྦྱོར་བ་	PF སྦྱར་	соединение; соединять, скреплять	verbinden, zusammenfügen;<br />Verbindung, Vereinigung	13 Leech leech
མ་རུངས་པ་		страшный, внушающий ужас (неуместный)	'unziemlich', furchteinflößend, schrecklich (sein)	13
མང་ཚོགས་		множество, масса	Menge, Masse	13
མྱར་བ་		быстрый	schnell (Adj.)	13 Leech
མྱོང་བ་	P མྱངས་, མྱོང(ས)་ F མྱང་	вкушать, пробовать; переживать, чувствовать	kosten, erfahren, genießen, erfahren;<br>siehe ཉམས་སུ་མྱོང་བ་	13
རྨིག་པ་		копыто	Huf	13 Leech
རྨོངས་པ་		ослепленный	verblendet, verwirrt, irre an (ལ་);<br>Narr;<br>siehe ཀུན་ནས་རྨོངས་པ་	13 Leech
ཚོགས་		толпа, сонм, рой, масса и пр.	Menge, Schar, Schwarm;<br>Gesamtheit, Fülle;<br>(als Schlussglied eines Kompositums auch:) sehr groß;<br>siehe སྣ་ཚོགས་, ཕུན་སུམ་ཚོགས་པ་	13
འཚེར་བ་		сиять, блестеть	strahlen, glitzern	13 Leech leech
འཛད་པ་	P ཟད་	истощаться, расходоваться	dahinschwinden, verbraucht werden;<br>sich erschöpfen in (ཀྱིས་ der Sache oder ཏུ་ des Verbalnomens)	13 Leech
ཞིམ་པོ་		вкусный	wohlriechend, wohlschmeckend	13 leech
བཞི་		четыре	vier	13
འོད་		сияние, блеск	Licht, Helligkeit, Glanz	13
རང་ཡུལ་		родина, своя страна	'das eigene Land', Heimatland	13
རབ་		высший	der höchste, erste	13
རིས་		область, страна; род, разряд	Gebiet, Region;<br />Klasse;<br>siehe མཐོ་རིས་	13 Leech
རེ་བ་		надеяться на (ལ་)	hoffen auf (ལ་)	13 Leech
ལན་		ответ	Mal (einmal usw.);<br>Antwort, Erwiderung, Vergeltung	13
ལན་འདེབས་པ་		отвечать, давать ответ	erwidern, zur Antwort geben	13
ལེན་པ་	P བླངས་ F བླང་ I ལོངས་	брать	nehmen, an sich nehmen, an sich ziehen, ergreifen;<br />siehe ཁས་ལེན་པ་， དང་དུ་ལེན་པ་	13
གསང་བ་<br />གསང་		тайный, скрытый, сокровенный; тайна	etwas verbergen;<br />verborgen, geheim;<br />Geheimnis	13 Leech
སྐར་མ་		звезда	Stern, Planet<br>siehe རྒྱུ་སྐར་	14
སྐོལ་བ་	PF བསྐོལ་ P (vorkl.) བསྐོལད་	варить, кипятить	kochen	14
ཁབ་	[1] + [2]	двор, резиденция	[1] Hof, Residenz<br />[2] Nadel	14 Leech x
ཁུ་བ་		сок	Saft	14
ཁུང་		дыра	Loch, Höhle	14
ཁྱིམ་མཚེས་		сосед	Nachbar	14
ཁྱོ་		дуж, супруг	Mann<br>Ehemann, Gatte	14 Leech
ཁྲག་		кровь	Blut	14
གལ་ཏེ་		если, в случае	wenn, falls	14
གྱོས་པོ་		тесть, свекор	Schwiegervater	14 Leech
དགའ་བ་		радоваться	erfreut, froh;<br>sich freuen, sich erfreuen an;<br>gerne mögen, lieben;<br />Freude;<br>Liebesfreuden;<br>Liebes (z.B. liebe Worte);<br>siehe ཀུན་དགའ་ར་བ་, གུན་ནས་-, མངོན་པར་-, རབ་ཏུ་-	14 Leech
བགྱིད་པ་	P བགྱིས་ F བགྱི་ I གྱིས་	(изящ.) делать; говорить; называть	(eleg. für བྱེད་པ་)<br />machen, tun, vollbringen;<br />sagen, nennen	14 Leech
རྒུད་པ་		слабеть, уменьшаться, стареть (особо вследствие старости, от времени)	"abnehmen, hinfällig werden (besonders infolge Alters),&nbsp;<span style="" font-style: normal; font-weight: normal;"">schwach, altersschwach werden;</span><div><span style="" font-style: normal; font-weight: normal;"">verfallen;<br />in eine Notlage geraten</span></div>"	14 Leech leech
རྒྱབ་		спина	Rücken	14 Leech
རྒྱབ་ཏུ་ཕྱོགས་པ་		быть повернутым назад, отвернуться	rückwärts gewandt, abgewandt (sein)	14
རྒྱལ་ཁབ་		царская резиденция	königliche Residenz	14
རྒྱུ་སྐར་		дом луны («странствующая звезда»)	'Wanderstern', Planet; Mondhaus<br>skr. <i>nakṣatra</i>-	14
རྒྱུ་བ་		бродить, странствовать	gehen, wandern	14 Leech
བརྒྱན་པ་		украшать	schmücken, ausstatten mit (ཀྱིས་);<br>siehe མངོན་པར་-, རྣམ་པར་-	14 Leech
ཅི་སྟེ་		если, в случае	wenn, falls	14
འཇིག་རྟེན་		мир	'Behälter des Vergänglichen', Welt [(falsche) etymologisierende Übersetzung von skr. <i>loka</i>-]	14 Leech
འཇིག་པ་	[1] P (བ)ཞིག་<div>[2]&nbsp;P བཞིག་ F གཞིག་ I ཞིག་, (བ་)ཤིག་</div>	разрушаться, гибнуть	[1] zugrunde gehen<div>[2]&nbsp;vernichten</div>	14 Leech
འཇོག་པོའི་བྲག་		название города, санскр. Takṣaśilā (совр. Таксила)	'der Felsen des Behauers' [Name einer Stadt im Nordwesten Altindiens; skr. Takṣaśilā; moderner Name Taxila]	14
བརྙ་བ་	P བརྙས་	брать в долг у кого-либо (ལ་)	sich bei jemandem (ལ་) etwas borgen, ausleihen	14 Leech
གཏམ་		слово, речь	Wort;<br>Rede, Sprache	08 14
མཐར་ཕྱིན་པ་		достигший предела (добродетелей); нравственно совершенный; нравственное совершенство (скр. pāramitā)	'zum Ende, Äußersten [der Tugenden] gelangt', moralisch vollkommen, Heiliger;<br />moralische Vollkommenheit (skr. <i>pāramitā</i>-)	14
འཐོན་པ་	PI ཐོན་	выходить	herauskommen	14 Leech
དེ་ལྟར་<br>དེ་ལྟར་ན་		так, таким образом	so, solcherart, solchermaßen in solcher Weise;<br>ebenso<br />= དེ་ལྟ་བུར་	14 16
དེད་དཔོན་		бродячий торговец	Karawanenführer, Handelskaufmann, Reisekaufmann [skr. <i>sārthavāha</i>-]; zu དེད་ vgl. འདེད་པ་	14 Leech
དེས་པ་		утонченное, деликатное, кроткое, мягкое, нежное, благородное поведение; сдержанность (скр. sūrata)	fein, sanft, zurückhaltend, vornehm (sein);<br />feines, sanftes, vornehmes Auftreten;<br />Zartheit, Zurückhaltung (skr. <i>sūrata</i>-)	14 Leech
འདྲིས་པ་	P དྲིས་	бытъ знакомым с чем-либо, опытным в чем-либо	vertraut (sein) mit, bekannt (sein) mit; erfahren sein in;<br>siehe ཀུན་ནས་-	14 Leech
སྡུག་བསྔལ་བ་		мучиться, терзаться, стра­дать, чувствовать боль	leidvoll, schmerzvoll, qualvoll (sein);<br>Leiden, Schmerzen, Qualen empfinden, sich grämen, leiden	14
གནོན་པ་	PF མནན་ I ནོན་	[пре]одолеть, превозмочь	drücken, pressen, stampfen auf (ལ་);<br />überwinden, überwältigen, niederdrücken;<br />siehe ཟིལ་གྱིས་གནོན་པ་	14 Leech
རྣམ་པར་		вполне, полностью (наречие)	gänzlich, vollkommen;<br>in besonderem Maße, besonder, speziell<br>[Adverb; häufige Wiedergabe der Sanskrit-Vorsilbe <i>vi</i>]	14 Leech
རྣོན་པོ་		острый, остроконечный	scharf, spitz	14 Leech
